"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Mobile Mapping, Machine Learning and Digital Twin for Road Infrastructure Monitoring and Maintenance: Case Study of Mohammed VI Bridge in Morocco","H. Sofia; E. Anas; O. Faïz","Earth Observation department Geo–Biodiversity and Natural Patrimony Laboratory, Geophysics, Natural Patrimony and Green Chemistry Research Center, Scientific Institute, Mohammed V University in Rabat. Av.Ibn Batouta B.P 703, Rabat, Morocco; Earth Observation department Geo–Biodiversity and Natural Patrimony Laboratory, Geophysics, Natural Patrimony and Green Chemistry Research Center, Scientific Institute, Mohammed V University in Rabat. Av.Ibn Batouta B.P 703, Rabat, Morocco; Immeuble Mandarona lot n°1 Bureau n°2, Managing Director Leica Geosystems Morocco & Regional Sales Manager North Africa, Sidi Maarouf, Casablanca","2020 IEEE International conference of Moroccan Geomatics (Morgeo)","22 Jun 2020","2020","","","1","6","The concepts of Digital Twin has been recently introduced, it refers to functional connections between a complex physical system and its high-fidelity digital replica. Digital Twin process workflow is proposed in case of Mohammed VI Bridge modeling in Morocco. The current maintenance of a road infrastructure is based on a manual inspection and a system based on traditional tools. Aging infrastructures require a new approach to maintenance in terms of inspection, bridge maintenance system, simulation and systematic evaluation. This system now exists and is called the Digital Twin. Digital Twin can be thought of as a virtual prototype in service that changes dynamically in near real time as its physical twin changes. An urban infrastructure digital twin is a virtual instance of his physical twin that is continuously updated with multisource, multisensor and multitemporal data that can be used for monitoring, simulating and forecasting any potential problem that may appear in the structure and proposing planning for repair and maintenance of health status throughout the life cycle of this infrastructure. This work presents a general vision and a justification for integrating DT technology with geospatial data. The paper examines the benefits of integrating 3D GIS data acquired by automated mobile mapping (MMS) workflows for modeling the reality of a major bridge infrastructure in Morocco. This allowed to study the future performance of this bridge structure on virtual twin structures under different environmental conditions. Cloud point data are acquired by a Mobile Mapping System on Mohammed VI Bridge and converted in BIM model by a scan to BIM process and is integrated in a GIS and BIM virtual environment and shows the efficiency of volumetric auscultation in terms of surface flatness and distortion inspection. This project provides a new bridge maintenance system using the concept of a Digital Twin. This digital model is a platform that allows to collect, organize and share the maintenance history of this important road infrastructure in Morocco.","","978-1-7281-5806-8","10.1109/Morgeo49228.2020.9121882","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9121882","3D model-based;Digital Twin;cloud point;bridge;Mobile mapping systems (MMS);simulation;virtual prototype;volumetric auscultation","Bridges;Solid modeling;Three-dimensional displays;Digital twin;Roads;Maintenance engineering;Inspection","bridges (structures);computerised monitoring;geographic information systems;inspection;learning (artificial intelligence);maintenance engineering;mobile computing;road building;solid modelling;structural engineering computing","Morocco;bridge maintenance system;urban infrastructure digital twin;bridge infrastructure;virtual twin structures;Mobile Mapping System;Mohammed VI Bridge;road infrastructure monitoring;complex physical system;high-fidelity digital replica;Digital Twin process workflow;road infrastructure maintenance;machine learning;3D GIS data acquisition;MMS","","16","","32","IEEE","22 Jun 2020","","","IEEE","IEEE Conferences"
"Hardware-in-the-loop and Digital Twin Enabled Autonomous Robotics-assisted Environment Inspection*","J. Li; B. Shang; I. Jayawardana; G. Chen","Department of Soil and Water Systems, Precision Agriculture and Intelligent Robotics Laboratory, University of Idaho, Moscow, USA; Department of Electrical Engineering, The City College of New York (CCNY /CUNY City College), New York, NY, USA; Department of Soil and Water Systems, Precision Agriculture and Intelligent Robotics Laboratory, University of Idaho, Moscow, USA; Center for Intelligent Infrastructure, Missouri University of Science and Technology, Rolla, USA","2023 6th International Symposium on Autonomous Systems (ISAS)","3 Jul 2023","2023","","","1","5","Empowered by the advanced 3D sensing, computer vision and AI algorithm, autonomous robotics provide an unprecedented possibility for close-up infrastructure environment inspection in an efficient and reliable fashion. Deep neural network (DNN) learning algorithms, pretrained on the large database can empower real-time object detection as well as fully autonomous, safe robotic navigation in unstructured environments while avoiding the potential obstacle. However, the development and deployment of the robots, inspection planning and operation procedures are still tedious and segmented with tremendous manual intervention during environmental inspection and anomaly monitoring. The proposed digital twin approach is able to provide a virtual representation model of the target environment either from a build-design or from 3D scanning of the real-world physical assets at high resolution in the Unity simulation environment, a transverse drone robot model and test its Robotics Operating System(ROS) autonomous navigation and obstacle avoidance software stack, and the hardware-in-the-loop test can thus be conducted for the flight control algorithm effectiveness and real-time object detection performance evaluation. The preliminary result shows that VGG16-UNet deep learning algorithm was able to use only a small amount of guidance and time from experienced inspection pilots to successfully identify the critical elements and defects and real-time navigate around the unstructured environment. The proposed digital twin framework and methodology is promising to be utilized for developing and testing fully autonomous inspection robots and its path planning and navigation and detection operation with greater cost- and time-efficiency.","","979-8-3503-1615-5","10.1109/ISAS59543.2023.10164352","National Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10164352","Digital twin;Deep learning;Crack detection;hardware-in-the-loop;bridge inspection","Solid modeling;Three-dimensional displays;Navigation;Software algorithms;Object detection;Inspection;Robot sensing systems","","","","","","19","IEEE","3 Jul 2023","","","IEEE","IEEE Conferences"
"Application of digital twin system in power transformer fault detection","Z. Wenhan; H. Chuncheng; X. Zhihua; Y. Jiaxuan; W. Zifeng; Z. Xin; W. Lidi","College of Information and Electrical Engineering, Shenyang Agricultural University, Shenyang, China; State Grid Anshan Electric Power Supply Company, Anshan, China; Inner Mongolia Huarui Electric Power Technology Development Compeny, Inner Mongolia, China; College of Information and Electrical Engineering, Shenyang Agricultural University, Shenyang, China; College of Information and Electrical Engineering, Shenyang Agricultural University, Shenyang, China; College of Information and Electrical Engineering, Shenyang Agricultural University, Shenyang, China; College of Information and Electrical Engineering, Shenyang Agricultural University, Shenyang, China","2023 IEEE 6th International Electrical and Energy Conference (CIEEC)","10 Jul 2023","2023","","","2123","2127","In the daily maintenance, inspection and operation monitoring of transformers, inspection and monitoring personnel need to detect a large number of data, it is undoubtedly very difficult to accurately locate fault information from these data, and the combination of transformer digital twin system and deep learning algorithm provides a new idea to solve the problem of transformer running state detection and early fault diagnosis. This paper designs an intelligent system based on digital twin system, which is highly visualized and deeply combined with the characteristics of reality, real-time detection data, online rapid diagnosis, accurate alarm to assist transformer detection. Through the combination of digital twinning system and actual monitoring hardware, the data can be displayed directly, which is conducive to the quick inspection of transformer running state and the improvement of working efficiency.","","979-8-3503-4667-1","10.1109/CIEEC58067.2023.10167284","Shenyang Agricultural University(grant numbers:2021-06-01); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10167284","deep learning;Digital twin visual;transformer fault repair;Applied research","Uncertainty;Fault detection;Oil insulation;Inspection;Maintenance engineering;Data models;Digital twins","","","","","","6","IEEE","10 Jul 2023","","","IEEE","IEEE Conferences"
"Adaptive Optimization Method in Digital Twin Conveyor Systems via Range-Inspection Control","T. Wang; J. Cheng; Y. Yang; C. Esposito; H. Snoussi; F. Tao","Institute of Artificial Intelligence, Beihang University, Beijing, China; School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore; School of Electrical Engineering and Automation, Henan Polytechnic University, Jiaozuo, China; Department of Computer Science, University of Salerno, Fisciano, Italy; Institute Charles Delaunay-LM2S-UMR STMR 6279 CNRS, University of Technology of Troyes, Troyes, France; School of Automation Science and Electrical Engineering, Beihang University, Beijing, China","IEEE Transactions on Automation Science and Engineering","6 Apr 2022","2022","19","2","1296","1304","The automated conveyor system, as the core component in the modern manufacturing world, has gained lots of attention from researchers. To optimize the operation of the conveyor system, range-inspection control (RIC) has been considered an efficient strategy to bring this conventional technology to an intelligent level. Various algorithms have been put into use to achieve optimal control. However, the current methodologies are only focusing on control optimization, not scaled into the smart manufacturing framework. The schema of alignment and corporation between the physical and virtual spaces for the system remains an important problem. Therefore, the work in this article aims for an effective framework of implementation between the physical and virtual stations in an automated conveyor system. Since increasingly more application scenarios rely on the digital twin (DT) technology to realize the integration of physical and virtual systems, we proposed the DT automated conveyor system (DT-ACS) that constructs the road map to implement the RIC-based conveyor system under the background of a smart factory. Besides, profit-sharing-based deep Q-networks (PDQNs) have been proposed to cope with the RIC optimization problem. The robustness and efficiency of the proposed PDQN were evaluated via sets of experiments. The discussion and conclusion are presented at last accordingly. Note to Practitioners—This article aims to propose a strategy of control optimization for conveyor-based manufacturing systems under the digital twin (DT) framework. The conveyor system can be flexible to control the running flows to avoid overloading workstations. Due to the complex environment in the production line, the range that is able to be inspected and the capacity of the reserve area can be considerably diverse among the workstations. To maximally evaluate our framework, we set a comparatively complex environment for the experiments. Nevertheless, to obtain practically ideal performance under other circumstances, the parameters should be precisely tested and fine-tuned with simulation in advance.","1558-3783","","10.1109/TASE.2020.3043393","National Natural Science Foundation of China(grant numbers:61972016,62032016); Beijing Natural Science Foundation(grant numbers:L191007,JQ19011); Beijing Science and Technology Major Project(grant numbers:Z191100002719004); Fundamental Research Funds for the Central Universities(grant numbers:YWF-20-BJ-J-612); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9303438","Conveyor system;deep Q-networks;digital twin (DT);profit sharing;range-inspection control (RIC)","Workstations;Digital twin;Smart manufacturing;Wireless sensor networks;Radiofrequency identification;Prognostics and health management;Manipulators","conveyors;factory automation;inspection;manufacturing systems;optimal control;optimisation","smart manufacturing framework;physical systems;virtual systems;DT automated conveyor system;profit-sharing-based deep Q-networks;RIC optimization problem;conveyor-based manufacturing systems;adaptive optimization method;digital twin conveyor systems;range-inspection control;optimal control","","7","","46","IEEE","22 Dec 2020","","","IEEE","IEEE Journals"
"A Review on Digital Twin for Robotics in Smart Manufacturing","X. Liang; R. Xiao; J. Zhang","Advanced Remanufacutring and Technology Centre, A*STAR, Singapore; Advanced Remanufacutring and Technology Centre, A*STAR, Singapore; Advanced Remanufacutring and Technology Centre, A*STAR, Singapore","2022 IEEE 17th Conference on Industrial Electronics and Applications (ICIEA)","12 Jan 2023","2022","","","1510","1515","As one of the key enablers of Industry 4.0, robotics enabled automation has been increasingly deployed not only to perform dangerous, dirty, dull, and repetitive tasks, but also to support and augment human beings to address challenges associated with ageing population and labor shortages. However, the design, development, deployment, commissioning, and maintenance of robotics systems have never been trivial tasks, especially for complex robotics systems consisting of multiple heterogenous robots and other subsystems, such as manufacturing equipment, sensors, Internet of Things (IoT) gateways, smart infrastructure devices, and so on. Digital twin (DT) as a merging technology has been attracting great attentions from both researchers and industrial practitioners. Digital twin for robotics has been studied for smart manufacturing, ranging from robot-human interaction, real-time product/process inspection, production optimization, and so on. This paper provides an initial review of literatures related to digital twin for robotics. The literatures are reviewed and categorized by the enabling technologies that support the DT development, and how the DT is applied and implemented in different system life cycle stages. This review aims to provide insights of the current research work and highlight key challenges that should be addressed by future research.","2158-2297","978-1-6654-0984-1","10.1109/ICIEA54703.2022.10006119","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10006119","digital twin;robotic automation;smart manufacturing;system life cycle","Service robots;Sociology;Robot sensing systems;Data models;Digital twins;Internet of Things;Task analysis","control engineering computing;digital twins;human-robot interaction;inspection;Internet of Things;manufacturing processes;multi-robot systems;production engineering computing","ageing population;complex robotics systems;dangerous tasks;digital twin;dirty tasks;dull tasks;Internet of Things;IoT gateways;labor shortages;manufacturing equipment;multiple heterogenous robots;production optimization;real-time product/process inspection;repetitive tasks;robot-human interaction;smart infrastructure devices;smart manufacturing;trivial tasks","","","","43","IEEE","12 Jan 2023","","","IEEE","IEEE Conferences"
"Towards Automated Structural Health Monitoring for Offshore Wind Piles","D. Kleiser; P. Woock","Systems of Measurement, Control and Diagnosis (MRD), Fraunhofer IOSB, Karlsruhe, Germany; Systems of Measurement, Control and Diagnosis (MRD), Fraunhofer IOSB, Karlsruhe, Germany","Global Oceans 2020: Singapore – U.S. Gulf Coast","9 Apr 2021","2020","","","1","5","Simulation plays an important role in the development, testing and evaluation of new robotic applications, reducing implementation time, cost and risk. In this paper we show a digital twin simulation model of an inspection ROV which is capable of performing structural health monitoring by automated creation of a map of an offshore wind monopile. The data is compared to a known reference model. The digital twin simulation model is extended by a physical sensor data input device to bridge the gap between simulation and testing in water.","0197-7385","978-1-7281-5446-6","10.1109/IEEECONF38699.2020.9389437","Federal Ministry for Economic Affairs and Energy; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9389437","Structural health monitoring;monopile;offshore wind;ROV;simulation;digital twin","Performance evaluation;Digital twin;Inspection;Robot sensing systems;Data models;Monitoring;Testing","condition monitoring;inspection;mobile robots;offshore installations;remotely operated vehicles;structural engineering","automated structural health monitoring;offshore wind piles;robotic applications;implementation time;digital twin simulation model;inspection ROV;automated creation;offshore wind monopile;known reference model;physical sensor data input device","","1","","16","IEEE","9 Apr 2021","","","IEEE","IEEE Conferences"
"The Implementation of Smart Factory for Product Inspection and Validation A step by step guide to the implementation of the virtual plant of a smart factory using Digital Twin","O. A. Peter; S. D. Anastasia; A. R. Muzalevskii","Department of Automatic Control Systems, Saint Petersburg Electrotechnical University “LETI”, St. Petersburg, Russia; Department of Automatic Control Systems, Saint Petersburg Electrotechnical University “LETI”, St. Petersburg, Russia; Department of Automatic Control Systems, Saint Petersburg Electrotechnical University “LETI”, St. Petersburg, Russia","2021 10th Mediterranean Conference on Embedded Computing (MECO)","1 Jul 2021","2021","","","1","7","Over the years, consumers have shown a great need for timely product delivery. This has led manufacturers to find easier ways of meeting the demand. In doing so, manufactures have considered improving the production process and the time required for products to reach the end-user. The outbreak of Covid 19 also gave manufacturers more reasons to simplify the production process by manufacturing remotely. In this way, they could meet up with their customer demands without endangering the safety of their workers. This paper will be looking at using industry 4.0 to improve these processes and save more time b using Digital twin in implementing a smart factory. In this way, manufacturers will be able to improve production efficiency, while creating an environmentally friendly workplace for employees. In order to achieve this goal, it is significant to consider automating processes to save time and monitoring energy usage in factories to save energy. This paper will discuss the most effective way to implement industry 4.0 in smart factories and manage complexity with the aid of multi-disciplinary collaboration; machine simulation; advanced machine engineering; and digitally managed environments.","2637-9511","978-1-6654-3912-1","10.1109/MECO52532.2021.9460140","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9460140","Industry 4.0;Cloud-Based System;smart factory;Internet of Things;digital twin;cloud computing","Industries;Visualization;Digital twin;Simulation;Employment;Inspection;Production facilities","energy conservation;inspection;occupational safety;personnel;production engineering computing;production facilities","machine simulation;industry 4.0;workers safety;customer demands;Covid 19;manufacturing remotely;production process;timely product delivery;Digital twin;step guide;product inspection;smart factory;automating processes;production efficiency","","1","","50","IEEE","1 Jul 2021","","","IEEE","IEEE Conferences"
"Sim-in-Real: Digital Twin Based UAV Inspection Process","J. Zhang; R. Wang; G. Yang; K. Liu; C. Gao; Y. Zhai; X. Chen; B. M. Chen","Department of Mechanical and Automation Engineering, the Chinese University of Hong Kong, Shatin, Hong Kong; Department of Mechanical and Automation Engineering, the Chinese University of Hong Kong, Shatin, Hong Kong; Department of Mechanical and Automation Engineering, the Chinese University of Hong Kong, Shatin, Hong Kong; Department of Mechanical and Automation Engineering, the Chinese University of Hong Kong, Shatin, Hong Kong; Department of Mechanical and Automation Engineering, the Chinese University of Hong Kong, Shatin, Hong Kong; Department of Mechanical and Automation Engineering, the Chinese University of Hong Kong, Shatin, Hong Kong; Department of Mechanical and Automation Engineering, the Chinese University of Hong Kong, Shatin, Hong Kong; Department of Mechanical and Automation Engineering, the Chinese University of Hong Kong, Shatin, Hong Kong","2022 International Conference on Unmanned Aircraft Systems (ICUAS)","26 Jul 2022","2022","","","784","801","This work applies the information integration of the geographic information system (GIS) to the physical world and expands the digital virtual environment in reality with accuracy, reaching the level of the digital twin. This technology has dramatically enhanced the on-site planning, data collection, and result visualization of inspection tasks. It covers a set of virtual environment development processes, including exploring open GIS data, deploying them in the simulator, using GIS-based real-world environment transformation techniques, and collecting data with drones. The developed method has also been validated with field tests. The research can enhance the deployment of unmanned aerial vehicles (UAVs) in inspection tasks.","2575-7296","978-1-6654-0593-5","10.1109/ICUAS54217.2022.9836043","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9836043","","Buildings;Virtual environments;Production;Inspection;Data collection;Real-time systems;Digital twins","autonomous aerial vehicles;data visualisation;geographic information systems;inspection;remotely operated vehicles;virtual reality","data collection;digital twin;digital virtual environment;geographic information system;GIS-based real-world environment transformation techniques;information integration;inspection tasks;on-site planning;open GIS data;physical world;sim-in-;UAV inspection process;UAVs;virtual environment development processes","","","","42","IEEE","26 Jul 2022","","","IEEE","IEEE Conferences"
"Aspects of Nuclear Power Plant Digital Decommissioning","E. Jharko; R. Meshcheryakov; V. Promyslov","Laboratory of Distributed Information and Control Systems, V.A. Trapeznikov Institute of Control Sciences of Russian Academy of Sciences, Moscow, Russia; Cyber-Physical Systems Laboratory, V.A. Trapeznikov Institute of Control Sciences, of Russian Academy of Sciences, Moscow, Russia; Laboratory of Distributed Information and Control Systems, V.A. Trapeznikov Institute of Control Sciences of Russian Academy of Sciences, Moscow, Russia","2021 International Siberian Conference on Control and Communications (SIBCON)","25 May 2021","2021","","","1","6","The paper considers a set of problems and trends related to the decommissioning of high-risk facilities, in particular nuclear power plants (NPP). Along with the traditional problems of ensuring nuclear and technological safety during the decommissioning of NPPs, new challenges have arisen related to ensuring cybersecurity. In accordance with the recommendations of regulatory documents, it is necessary to identify critical information assets at the design stage. The paper notes the need to create digital twins to develop technologies for decommissioning an object while ensuring its safety of all types. The paper discusses the areas of application of remote-control technologies and robotics during the decommissioning of nuclear power plants, and also highlights some of the problems of these technologies. The necessity of maintaining a knowledge base on the object, remote control of robots used for inspection and dismantling of the object, the use of artificial intelligence, ensuring cybersecurity, and the designing of digital twins is emphasized for the successful solution of the decommissioning problem.","2380-6516","978-1-7281-8504-0","10.1109/SIBCON50419.2021.9438885","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9438885","cybersecurity;decommissioning;digital twin;information technology;knowledge management;nuclear power plant;remote operation;robotics technologies","Digital twin;Knowledge based systems;Process control;Inspection;Safety;Computer crime;Task analysis","fission reactor decommissioning;mobile robots;nuclear power stations;power system analysis computing;safety;security of data;telecontrol","nuclear safety;technological safety;cybersecurity;digital twins;remote-control technologies;decommissioning problem;nuclear power plant digital decommissioning;high-risk facilities;NPP;design stage;robotics;artificial intelligence","","2","","33","IEEE","25 May 2021","","","IEEE","IEEE Conferences"
"Analysis on RGB Dataset Requirements for Remote Inspection of Power Grid Infrastructure","D. Gauce; D. Kolosovs; A. Litvinenko","Institute of Microwave Engineering and Electronics, Riga Technical University, Riga, Latvia; Institute of Microwave Engineering and Electronics, Riga Technical University, Riga, Latvia; Institute of Microwave Engineering and Electronics, Riga Technical University, Riga, Latvia","2023 IEEE 10th Jubilee Workshop on Advances in Information, Electronic and Electrical Engineering (AIEEE)","31 May 2023","2023","","","1","5","This article proposes an analysis of RGB dataset requirements for the power distribution network overhead infrastructure’s inspection process. It includes unique prerequisites for the RGB dataset under business requirements for data visibility to digitally transform the specific infrastructure inspection process. So that in the future data-driven inspection process can be executed remotely with guaranteed quality of the result.","2689-7342","979-8-3503-1178-5","10.1109/AIEEE58915.2023.10134938","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10134938","Remote Sensing;digital transformation;power grid infrastructure;Digital Twin;data analytics","Electrical engineering;Data analysis;Digital transformation;Conferences;Transforms;Inspection;Power grids","distribution networks;image colour analysis;inspection;power engineering computing;power grids","data-driven inspection process;infrastructure inspection process;power distribution network;power grid infrastructure;remote inspection;RGB dataset requirements","","","","13","IEEE","31 May 2023","","","IEEE","IEEE Conferences"
"A Digital Twin-Based Intelligent Robotic Measurement System for Freeform Surface Parts","Y. Tang; Y. Wang; H. Tan; W. Peng; H. Xie; X. Liu","College of Electrical and Information Engineering and the National Engineering Research Center for Robot Visual Perception and Control, Hunan University, Changsha, China; College of Electrical and Information Engineering and the National Engineering Research Center for Robot Visual Perception and Control, Hunan University, Changsha, China; College of Electrical and Information Engineering and the National Engineering Research Center for Robot Visual Perception and Control, Hunan University, Changsha, China; College of Electrical and Information Engineering and the National Engineering Research Center for Robot Visual Perception and Control, Hunan University, Changsha, China; College of Electrical and Information Engineering and the National Engineering Research Center for Robot Visual Perception and Control, Hunan University, Changsha, China; College of Electrical and Information Engineering and the National Engineering Research Center for Robot Visual Perception and Control, Hunan University, Changsha, China","IEEE Transactions on Instrumentation and Measurement","6 Apr 2023","2023","72","","1","13","This article proposed a novel framework of a digital twin (DT)-based robotic measurement system (RMS) for freeform surface parts, which can improve the efficiency, autonomy, and intelligence of the RMS. This framework provides core services for robotic measurement tasks, including visibility computation, collision detection, sensor simulation, path planning, and 3-D inspection. These services improve the adaptability and the simulation capability of the DT-based robot measurement system for freeform surface parts. Based on the proposed framework, an effective viewpoint planning method combining viewpoint sampling strategy and nest-best-view planner (VS-NBV) for freeform surface parts is proposed and verified. Case studies demonstrated the advantages of the DT-based RMS in terms of viewpoint planning, measurement path planning, object reconstruction, and 3-D inspection.","1557-9662","","10.1109/TIM.2023.3261933","National Natural Science Foundation of China(grant numbers:62293510,62293515,62203162); Special Funding Support for the Construction of Innovative Provinces in Hunan Province(grant numbers:2021GK1010); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10081460","Digital twin (DT);robot measurement system;structured light scanner;viewpoint planning;virtual measurement","Solid modeling;Service robots;Inspection;Collision avoidance;Three-dimensional displays;Planning;Robot sensing systems","digital twins;image reconstruction;inspection;intelligent robots;mobile robots;path planning;production engineering computing;robot vision;solid modelling","3-D inspection;collision detection;digital twin-based intelligent robotic measurement system;DT-based RMS;DT-based robot measurement system;freeform surface parts;measurement path planning;nest-best-view planner;object reconstruction;sensor simulation;viewpoint planning method;viewpoint sampling strategy;visibility computation;VS-NBV","","","","43","IEEE","27 Mar 2023","","","IEEE","IEEE Journals"
"Research on Fund Management Mechanism Based on Digital Twin Technology","J. Wang; H. Liu; J. Li; X. Song; S. Li","Deputy Director of Transportation Inspection Center, State Grid Hebei Electric Power Co., Ltd, Shijiazhuang, China; Information & Communication Branch, State Grid Hebei Electric Power Co., Ltd, Shijiazhuang, China; School of Economics and Management, North China Electric Power University, Beijing, China; School of Economics and Management, North China Electric Power University, Beijing, China; Information & Communication Branch, State Grid Hebei Electric Power Co., Ltd, Shijiazhuang, China","2022 3rd International Conference on Education, Knowledge and Information Management (ICEKIM)","1 Feb 2023","2022","","","911","916","Fund is a vital material element for enterprises. How to make full use of various information and do a good job in enterprise capital management and relevant decisions is one of the key contents in the process of enterprise operation. Based on the advanced digital twin technology in the intelligent field with superior characteristics, this paper puts forward the idea of applying this technology to the field of fund management. The virtual model runs synchronously with the physical entity and forecasts, in order to improve the effect of enterprise fund management and decision support. This paper designs the structure, main application scenarios and implementation path of the whole process management and control mechanism of enterprise funds based on digital twin technology, analyzes the operation mode of the mechanism, and creates a new information management system introducing artificial intelligence technology from building a management process suitable for digital twin fund management in order to ensure the implementation effect of the design mechanism. Specific suggestions are put forward on the formation of a management culture suitable for the digital twin fund management mechanism and the optimization of operation equipment and technology.","","978-1-6654-1666-5","10.1109/ICEKIM55072.2022.00200","State Grid Corporation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10027450","Digital twin;Fund management;Intelligent finance","Education;Decision making;Process control;Finance;Predictive models;Real-time systems;Explosions","artificial intelligence;corporate modelling;digital twins;information management;optimisation","artificial intelligence technology;control mechanism;decision support;design mechanism;digital twin fund management mechanism;digital twin technology;enterprise capital management;enterprise fund management;enterprise funds;enterprise operation;information management system;intelligent field;management process;operation equipment;process management;vital material element","","","","17","IEEE","1 Feb 2023","","","IEEE","IEEE Conferences"
"DIGITAL TWINS FOR LARGE ELECTRIC DRIVE TRAINS","H. Brandtstaedter; C. Ludwig; L. Hübner; E. Tsouchnika; A. Jungiewicz; U. Wever","Siemens AG, Germany; Siemens AG, Germany; Siemens AG, Germany; Siemens AG, Germany; Siemens AG, Germany; Siemens AG, Germany","2018 Petroleum and Chemical Industry Conference Europe (PCIC Europe)","14 Oct 2018","2018","","","1","5","The potential of data driven operational support with respect to predictive analysis is limited. A new approach is the model based simulation of operational behavior. The simulation of specific physical effects allows monitoring of the system behavior even of data that cannot be measured directly. A simulation model that supports the plant monitoring is called digital twin. It provides additional information about the asset state. Better knowledge of the system behavior increases the availability of the plant and the possibility to predict potential faults during operation.This paper presents two examples of digital twins. The first one, which is realized for a 50MW electric drive train, is designed to identify the actual unbalance state of the rotor system. The second one is designed to optimize the run up routines for synchronous motors with DOL start. It calculates the current rotor temperature based on the transferred losses and predicts the temperature for switching-on scenarios.The mathematical methods to implement digital twins are explained in detail. The results of numerical simulations are compared to measurements on the real system. Finally, the benefits of the digital twin in terms of failure diagnosis and system state predictions are presented.","2151-7665","978-3-9524799-2-6","10.23919/PCICEurope.2018.8491413","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8491413","Digital Twin;Drive Train Analytics;Model Predictive Control;Unbalance Detection;Uncertainity Prediction;Model Order Reduction;System Identification;Operation Support","Solid modeling;Mathematical model;Data models;Rotors;Real-time systems;Numerical models;Inspection","computerised monitoring;electric drives;fault diagnosis;induction motors;numerical analysis;power engineering computing;rotors","digital twin;electric drive trains;operational support;predictive analysis;model based simulation;operational behavior;specific physical effects;system behavior;simulation model;plant monitoring;50MW electric drive train;rotor system;numerical simulations;power 50.0 MW","","8","","16","","14 Oct 2018","","","IEEE","IEEE Conferences"
"Ant Colony Optimization Algorithm for Industrial Robot Programming in a Digital Twin","R. Bansal; M. A. Khanesar; D. Branson","Faculty of Engineering, Materials and Manufacturing Engineering, University of Nottingham, Nottingham, UK; Faculty of Engineering, Materials and Manufacturing Engineering, University of Nottingham, Nottingham, UK; Faculty of Engineering, Materials and Manufacturing Engineering, University of Nottingham, Nottingham, UK","2019 25th International Conference on Automation and Computing (ICAC)","11 Nov 2019","2019","","","1","5","Advanced manufacturing that is adaptable to constantly changing product designs often requires dynamic changes on the factory floor to enable manufacture. The integration of robotic manufacture with machine learning approaches offers the possibility to enable such dynamic changes on the factory floor. While ensuring safety and the possibility of losses of components and waste of material are against their usage. Furthermore, developments in design of virtual environments makes it possible to perform simulations in a virtual environment, to enable human-in-the-loop production of parts correctly the first time like never before. Such powerful simulation and control software provides the means to design a digital twin of manufacturing environment in which trials are completed at almost at no cost. In this paper, ant colony optimization is used to program an industrial robot to avoid obstacles and find its way to pick and place objects during an assembly task in an environment containing obstacles that must be avoided. The optimization is completed in a digital twin environment first and movements transferred to the real robot after human inspection. It is shown that the proposed methodology can find the optimal solution, in addition to avoiding collisions, for an assembly task with minimum human intervention.","","978-1-8613-7665-7","10.23919/IConAC.2019.8895095","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8895095","manufacturing;artificial intelligence;programming robot;digital twin;ant colony optimization","","ant colony optimisation;assembling;collision avoidance;control engineering computing;industrial robots;inspection;learning (artificial intelligence);manufacturing systems;product design;production engineering computing;robot programming","factory floor;robotic manufacture;machine learning approaches;virtual environment;human-in-the-loop production;assembly task;digital twin environment;ant colony optimization algorithm;industrial robot programming;product designs;obstacle avoidance","","11","","19","","11 Nov 2019","","","IEEE","IEEE Conferences"
