"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"SenseShapes: using statistical geometry for object selection in a multimodal augmented reality","A. Olwal; H. Benko; S. Feiner","Department of Computer Science, Columbia University, NY, USA; Department of Computer Science, Columbia University, NY, USA; Department of Computer Science, Columbia University, NY, USA","The Second IEEE and ACM International Symposium on Mixed and Augmented Reality, 2003. Proceedings.","27 Oct 2003","2003","","","300","301","We introduce a set of statistical geometric tools designed to identify the objects being manipulated through speech and gesture in a multimodal augmented reality system. SenseShapes are volumetric regions of interest that can be attached to parts of the user's body to provide valuable information about the user's interaction with objects. To assist in object selection, we generate a rich set of statistical data and dynamically choose which data to consider based on the current situation.","","0-7695-2006-5","10.1109/ISMAR.2003.1240730","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1240730","","Geometry;Augmented reality;Head;Computer science;Buildings;Fusion power generation;Microphones;Monitoring;Speech recognition;Optical sensors","augmented reality;speech recognition;audio user interfaces;computational geometry;haptic interfaces;speech-based user interfaces","SenseShapes;statistical geometry;object selection;multimodal augmented reality;geometric tools;speech identification;gesture identification;volumetric regions;user body;user interaction;statistical data","","31","5","5","IEEE","27 Oct 2003","","","IEEE","IEEE Conferences"
"3D audio augmented reality: implementation and experiments","V. Sundareswaran; K. Wang; S. Chen; R. Behringer; J. McGee; C. Tam; P. Zahorik","Rockwell Scientific Company Limited Liability Company, Thousand Oaks, CA, USA; Rockwell Scientific Company Limited Liability Company, Thousand Oaks, CA, USA; Rockwell Scientific Company Limited Liability Company, Thousand Oaks, CA, USA; Rockwell Scientific Company Limited Liability Company, Thousand Oaks, CA, USA; Rockwell Scientific Company Limited Liability Company, Thousand Oaks, CA, USA; Rockwell Scientific Company Limited Liability Company, Thousand Oaks, CA, USA; Waisman Center, University of Wisconsin, Madison, WI, USA","The Second IEEE and ACM International Symposium on Mixed and Augmented Reality, 2003. Proceedings.","27 Oct 2003","2003","","","296","297","Augmented reality (AR) presentations may be visual or auditory. Auditory presentation has the potential to provide hands-free and visually non-obstructing cues. Recently, we have developed a 3D audio wearable system that can be used to provide alerts and informational cues to a mobile user in such a manner as to appear to emanate from specific locations in the user's environment. In order to study registration errors in 3D audio AR representations, we conducted a perceptual training experiment in which visual and auditory cues were presented to observers. The results of this experiment suggest that perceived registration errors may be reduced through head movement and through training presentations that include both visual and auditory cues.","","0-7695-2006-5","10.1109/ISMAR.2003.1240728","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1240728","","Augmented reality;Magnetic heads;Navigation;Position measurement;Global Positioning System;Engines;Auditory displays;Feedback;Three dimensional displays;Application software","augmented reality;audio-visual systems;user modelling;three-dimensional displays","3D audio augmented reality;auditory presentation;nonobstructing cues;3D audio wearable system;informational cues;mobile user;user environment;registration errors;audio AR representations;perceptual training experiment;visual cues;auditory cues;head movement;training presentations","","8","3","3","IEEE","27 Oct 2003","","","IEEE","IEEE Conferences"
"A wearable augmented reality system with personal positioning based on walking locomotion analysis","M. Kourogi; T. Kurata","National Institute for Advanced Industrial Science and Technology, Tsukuba, Ibaraki, Japan; University of Washington, USA","The Second IEEE and ACM International Symposium on Mixed and Augmented Reality, 2003. Proceedings.","27 Oct 2003","2003","","","342","343","In this paper, we present a wearable augmented reality (AR) system with personal positioning based on walking locomotion analysis that allows a user to freely mover around indoors and outdoors. The user is equipped with self-contained sensors, a wearable camera, an inertial head tracker and display. The system is based on the sensor fusion of estimates for relative displacement caused by human walking locomotion and estimates for absolute position and orientation within a Kalman filtering framework. The former is based on intensive analysis of human walking behavior using self-contained sensors. The latter is based on image matching of video frames from a wearable camera with an image database that was prepared beforehand.","","0-7695-2006-5","10.1109/ISMAR.2003.1240751","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1240751","","Augmented reality;Legged locomotion;Wearable sensors;Cameras;Humans;Head;Displays;Sensor fusion;Kalman filters;Filtering","cameras;augmented reality;Kalman filters;position measurement;sensor fusion;image matching;gesture recognition;wearable computers","wearable augmented reality;personal positioning;walking locomotion analysis;self-contained sensors;wearable camera;inertial head tracker;inertial head display;sensor fusion;relative displacement;human walking locomotion;absolute position;Kalman filtering framework;intensive analysis;human walking behavior;image matching;video frames;image database","","3","1","4","IEEE","27 Oct 2003","","","IEEE","IEEE Conferences"
"Case studies in application of augmented reality in future media production","A. Woolard; V. Laliodati; N. Hedley; N. Carrigan; M. Hammond; J. Julien","BBC Creative R&D, UK; NA; ARToolworks Inc., USA; BBC Creative R&D, UK; BBC Research & Development, UK; BBC Creative R&D, UK","The Second IEEE and ACM International Symposium on Mixed and Augmented Reality, 2003. Proceedings.","27 Oct 2003","2003","","","294","295","In this application-based poster, we describe three case studies about potential application of augmented reality (AR) in the broadcasting and entertainment industry. The poster covers the potential impact on BBC's principal objectives to ""entertain, educate and inform"" in a variety of environments such as broadcast studios, classrooms and in the home.","","0-7695-2006-5","10.1109/ISMAR.2003.1240727","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1240727","","Computer aided software engineering;Augmented reality;Production;Broadcasting;Multimedia communication;Animation;Displays;Broadcast technology;Research and development;Textile industry","augmented reality;multimedia computing;entertainment;broadcasting;educational computing","case studies;augmented reality;media production;application-based poster;broadcasting industry;entertainment industry;BBC;principal objectives;news information;science education;broadcast studios;classrooms;home","","2","","8","IEEE","27 Oct 2003","","","IEEE","IEEE Conferences"
"Collaborative work with volumetric data using augmented reality","I. Barakonyi; T. Fahmy; D. Schmalstieg; K. Kosina","University of Technology, Vienna, Austria; University of Technology, Vienna, Austria; University of Technology, Vienna, Austria; Systems in Motion, Norway","The Second IEEE and ACM International Symposium on Mixed and Augmented Reality, 2003. Proceedings.","27 Oct 2003","2003","","","333","334","The augmented reality videoconferencing system is a novel remote collaboration tool combining a desktop-based AR system and a videoconferencing module. The novelty of our system is the combination of these tools i.e. superimposing AR applications on live video background displaying the conference parties' real environment, thus merging the advantages of videoconferencing (natural face-to-face communication) and AR (interaction with distributed virtual objects using tangible physical artifacts). We demonstrate the system's collaborative features with a volume rendering application that allows users to display and examine volumetric data simultaneously and to highlight or explore slices of the volume by manipulating an optical marker as a cutting plane interaction device.","","0-7695-2006-5","10.1109/ISMAR.2003.1240746","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1240746","","Collaborative work;Augmented reality;Teleconferencing;Videoconference;Application software;Computer displays;Collaboration;Data mining;Collaborative tools;Biomedical optical imaging","groupware;teleconferencing;augmented reality;software tools;data visualisation;rendering (computer graphics)","collaborative work;volumetric data;augmented reality;videoconferencing system;remote collaboration tool;desktop-based AR system;videoconferencing module;AR applications;live video background;face-to-face communication;distributed virtual objects;tangible physical artifacts;collaborative features;volume rendering application;optical marker;interaction device;Computer Supported Collaborative Work","","","3","5","IEEE","27 Oct 2003","","","IEEE","IEEE Conferences"
"Problems Arising in the Design of Workstations Based on Augmented Reality","V. L. Averbukh; N. V. Averbukh; I. Gajniyarov","Institute of Mathematics and Mechanics Ural Branch of Russian Academy of Sciences, IMCS Ural Federal University, Yekaterinburg, Russia; Department of Psychology, Ural Federal University, Yekaterinburg, Russia; Institute of Mathematics and Mechanics Ural Branch of Russian Academy of Sciences, Yekaterinburg, Russia","2020 Global Smart Industry Conference (GloSIC)","30 Nov 2020","2020","","","55","59","Recently, workstations have been designed and developed based on augmented reality, for assembly/disassembly of complex devices and mechanisms. Augmented reality should help operators by outputting visual information regarding the device structure, action and operation tips. Augmented reality can also be used to inform vehicle drivers and aviation pilots. For example, a pilot will see itinerary and airspeed data on an augmented reality headset, without looking at displays and indicators in the cockpit. These developments are relevant, but for them to be efficient, rigorous research is needed. First, a full-scale description of an operator's (worker's, driver's or pilot's) activity is necessary. This description includes defining goals, setting tasks, describing conditions, actions and operations. Further, augmented reality devices, suitable for the specific operator, should be chosen. Necessary types of visual information display should be described: for example, displaying the inner structure of mechanisms or their images from different angles. An important aspect of design is the choice of methods for system interactions. One should remember that, at work, an operator's hands are busy. That is why the interfaces should not interfere with their main activity. Thus, design and development of workstations based on augmented reality should be conducted together with experts in specific fields, including the operators themselves. One should note the insufficiency of knowledge regarding an augmented reality user's state when he or she is carrying out serious activities. Theoretical and experimental research is required. All this is necessary for the developed systems to be efficient, comfortable and safe.","","978-1-7281-8075-5","10.1109/GloSIC50886.2020.9267817","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9267817","augmented reality;workstations;interfaces;user state in augmented reality","Augmented reality;Workstations;Sensors;Headphones;Visualization;Task analysis;Micromechanical devices","augmented reality;user interfaces","augmented reality headset;augmented reality devices;workstations design;user interfaces","","","","16","IEEE","30 Nov 2020","","","IEEE","IEEE Conferences"
"The Paranoid Interface","H. Davies",La Trobe University,"2015 IEEE International Symposium on Mixed and Augmented Reality - Media, Art, Social Science, Humanities and Design","10 Dec 2015","2015","","","27","29","This paper explores the rise of paranoid perception. It reasons that in recent years, a distinctly paranoid and conspiratorial understanding of reality has emerged in mainstream society, one that brings opportunities and implications for mixed, alternate and augmented reality experiences, particularly in the realm of games. In discussing paranoia, this paper does not denote clinical paranoia, but rather the widely observed cultural tendency towards conspiracy thinking that has influenced mainstream understandings of reality, and in turn, represents opportunities for hybrid reality experiences. This paper does not aim to explain the reasons behind the presence of paranoid perception or to assess its validity or truth-value, but instead aims to recognise the pervasiveness of the phenomenon and to explore how it is being applied in hybrid reality games.","","978-1-4673-9628-8","10.1109/ISMAR-MASHD.2015.15","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7350731","Paranoia;Hybrid Reality;Augmented Reality;Alternate Reality Games;Interaction","Games;Augmented reality;Art;Terrorism;Entertainment industry;Google;Media","augmented reality;computer games;ubiquitous computing;user interfaces","paranoid interface;paranoid perception;paranoid reality;augmented reality experiences;clinical paranoia;cultural tendency;hybrid reality experiences;pervasiveness;hybrid reality games","","","","11","IEEE","10 Dec 2015","","","IEEE","IEEE Conferences"
"Medical augmented reality for craniofacial application using surface deformation correction","H. -C. Lee; J. -D. Lee; S. -T. Lee; C. -T. Wu","Department of Electrical Engineering, Chang Gung University, Taoyuan, Taiwan; Department of Electrical Engineering, Chang Gung University, Taoyuan, Taiwan; Department of Neurosurgery and Medical Augmented Reality Research Center, Chang Gung Memorial Hospital, Tao-Yuan, Taiwan; Department of Neurosurgery and Medical Augmented Reality Research Center, Chang Gung Memorial Hospital, Tao-Yuan, Taiwan","2015 IEEE International Conference on Consumer Electronics - Taiwan","24 Aug 2015","2015","","","234","235","The paper presents a novel scheme that uses a projector to project a corrected CT image on the craniofacial surface for augmented reality visualization. The deformation of the projected image due to curved surface can be successful recovered via homography projection correction. The experimental result that shows the superior performance of this work is also included.","","978-1-4799-8745-0","10.1109/ICCE-TW.2015.7216873","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7216873","","Computed tomography;Augmented reality;Biomedical imaging;Cameras;Visualization;Surgery","augmented reality;computerised tomography;data visualisation;medical image processing","medical augmented reality;craniofacial application;surface deformation correction;corrected CT image;augmented reality visualization;homography projection correction","","","","5","IEEE","24 Aug 2015","","","IEEE","IEEE Conferences"
"Human-centered Augmented Reality Guidance for Industrial Maintenance with Digital Twins: A Use-Case Driven Pilot Study","A. Büchner; G. Micheli; J. Gottwald; L. Rudolph; D. Pantförder; G. Klinker; B. Vogel-Heuser",Technical University of Munich; Technical University of Munich; Technical University of Munich; Technical University of Munich; Technical University of Munich; Technical University of Munich; Technical University of Munich,"2022 IEEE International Symposium on Mixed and Augmented Reality Adjunct (ISMAR-Adjunct)","15 Dec 2022","2022","","","74","76","Industrial augmented reality research depends on precise use case descriptions and close communication with specialists from the field. Therefore, user-centered methods should lead this research. This work describes the use case of corrective maintenance in chemical industries. This is done by presenting a use case description as well as extracting and discussing augmented reality functionalities in the context of existing research and emerging digital twin platforms. Additionally, the work provides insights into the first iteration of pro-totyping for the use case. The results offer future research directions and indicate how augmented reality might become a beneficial and accepted technology for maintenance in chemical industries.","2771-1110","978-1-6654-5365-3","10.1109/ISMAR-Adjunct57072.2022.00024","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9974558","Scenario-based design;Mixed / augmented reality","Chemical industry;Solid modeling;Three-dimensional displays;Documentation;Maintenance engineering;Lead;Hardware","augmented reality;industrial engineering;maintenance engineering","augmented reality guidance;chemical industries;chemical industries;corrective maintenance;digital twins;human-centered augmented reality guidance;industrial augmented reality;industrial maintenance;use case description;user-centered methods","","1","","13","IEEE","15 Dec 2022","","","IEEE","IEEE Conferences"
"Unified Context-Aware Augmented Reality Application Framework for User-Driven Tour Guides","C. Shin; H. Kim; C. Kang; Y. Jang; A. Choi; W. Woo","U-VR Laboratory, GIST, Gwangju, South Korea; U-VR Laboratory, GIST, Gwangju, South Korea; U-VR Laboratory, GIST, Gwangju, South Korea; U-VR Laboratory, GIST, Gwangju, South Korea; U-VR Laboratory, GIST, Gwangju, South Korea; U-VR Laboratory, GIST, Gwangju, South Korea","2010 International Symposium on Ubiquitous Virtual Reality","26 Aug 2010","2010","","","52","55","We propose a unified context-aware augmented reality application framework that supports intelligent guidance and enables users to participate in content generation in museum guidance. It helps a user find personal interesting artifacts in art galleries by exploiting context-based behavior generation. The framework also enables them to combine augmented contents with different information to change the shape of content according to their preferences. Furthermore, it allows the users to label real objects for attaching new contents over the objects. Through demonstration in an art gallery, we found that the resulting system effectively guided users to visit and enabled them to participate in tour guidance.","","978-1-4244-7702-9","10.1109/ISUVR.2010.22","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5557930","Augmented Reality;Context-Awareness;Mobile Computing;Ubiquitous Virtual Reality","Context;Augmented reality;Mobile communication;Visualization;Mashups;Object recognition","augmented reality;museums;ubiquitous computing","unified context aware augmented reality application;user driven tour guides;content generation;intelligent guidance;museum guidance;art galleries","","9","3","18","IEEE","26 Aug 2010","","","IEEE","IEEE Conferences"
"3rd Virtual and Augmented Reality for Good (VAR4Good) Workshop","A. Dey; M. Billinghurst; G. Welch; E. Rojas-Muñoz",NA; NA; NA; NA,"2018 IEEE International Symposium on Mixed and Augmented Reality Adjunct (ISMAR-Adjunct)","29 Apr 2019","2018","","","364","364","Virtual Reality (VR) and Augmented Reality (AR) are becoming mainstream. With the research and technological advances, it is now possible to use these technologies in almost all domains and places. This provides a bigger opportunity to create applications that intend to impact society in greater ways than beyond just entertainment. Today the world is facing different challenges including healthcare, environment, and education. Now is the time to explore how VR/AR might be used to solve widespread societal challenges. The third Virtual and Augmented Reality for Good (VAR4Good) workshop will bring together researchers, developers, and industry partners in presenting and promoting research that intends to solve real-world problems using VR/AR. The workshop will provide a platform to grow a research community that discusses challenges and opportunities to create Virtual and Augmented Reality for Good. We invite application and position papers (2-4 pages, excluding references), that address the way that VR/AR technologies can solve real-world problems in various application domains including, but not limited to, health, the environment, education, sports, the arts, and applications in support of special needs such as assistive, adaptive, and rehabilitative applications. Our focus and preference will be on applications that are beyond general uses of VR/AR. Please see full CFP on our website.","","978-1-5386-7592-2","10.1109/ISMAR-Adjunct.2018.00105","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8699256","","Augmented reality;Conferences;Australia;Education;Entertainment industry;Medical services","augmented reality;human computer interaction;technology management","VAR4Good;technological advances;Virtual and Augmented Reality for Good workshop;VR/AR technologies","","1","","","IEEE","29 Apr 2019","","","IEEE","IEEE Conferences"
"Simulation of Augmented Reality Systems in Purely Virtual Environments","E. Ragan; C. Wilkes; D. A. Bowman; T. Hollerer","Department of Computer Science, Virginia Technology, Blacksburg, VA, USA; Department of Computer Science, Virginia Technology, Blacksburg, VA, USA; Department of Computer Science, Virginia Technology, Blacksburg, VA, USA; Department of Computer Science, University of California,슠Santa Barbara, Santa Barbara, CA, USA","2009 IEEE Virtual Reality Conference","7 Apr 2009","2009","","","287","288","We propose the use of virtual environments to simulate augmented reality (AR) systems for the purposes of experimentation and usability evaluation. This method allows complete control in the AR environment, providing many advantages over testing with true AR systems. We also discuss some of the limitations to the simulation approach. We have demonstrated the use of such a simulation in a proof of concept experiment controlling the levels of registration error in the AR scenario. In this experiment, we used the simulation method to investigate the effects of registration error on task performance for a generic task involving precise motor control for AR object manipulation. Isolating jitter and latency errors, we provide empirical evidence of the relationship between accurate registration and task performance.","2375-5334","978-1-4244-3943-0","10.1109/VR.2009.4811058","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4811058","Augmented reality;AR simulation;registration error","Augmented reality;Virtual environment;Virtual reality;System testing;Error correction;Displays;Computational modeling;Computer simulation;Computer science;Usability","augmented reality;digital simulation","augmented reality system;virtual environment;usability evaluation;system simulation;registration error;task performance;motor control;object manipulation","","50","2","3","IEEE","7 Apr 2009","","","IEEE","IEEE Conferences"
"History and Future of Tracking for Mobile Phone Augmented Reality","D. Wagner; D. Schmalstieg","Graz University of Technology, Austria; Graz University of Technology, Austria","2009 International Symposium on Ubiquitous Virtual Reality","4 Sep 2009","2009","","","7","10","We present an overview on the history of tracking for mobile phone augmented reality. We present popular approaches using marker tracking, natural feature tracking or offloading to nearby servers. We then outline likely future work.","","978-1-4244-4437-3","10.1109/ISUVR.2009.11","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5232244","Augmented Reality;Mobile Phones;Pose Tracking","History;Mobile handsets;Augmented reality;Virtual reality;Displays;Robustness;Cameras;Computer vision;Personal communication networks;Personal digital assistants","augmented reality;mobile computing","mobile phone augmented reality;marker tracking;natural feature tracking","","22","3","20","IEEE","4 Sep 2009","","","IEEE","IEEE Conferences"
"On Computer Vision for Augmented Reality","V. Lepetit","Computer Vision Laboratory, Ecole Polytechnique Federale de Lausanne, Lausanne, Switzerland","2008 International Symposium on Ubiquitous Virtual Reality","18 Jul 2008","2008","","","13","16","We review some recent techniques for 3D tracking and occlusion handling for computer vision-based augmented reality. We discuss what their limits for real applications are, and why object recognition techniques are certainly the key to further improvements.","","978-0-7695-3259-2","10.1109/ISUVR.2008.10","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4568635","Augmented Reality;Computer Vision","Computer vision;Augmented reality;Cameras;Application software;Target tracking;Robustness;Object recognition;Registers;Magnetic sensors;Virtual reality","augmented reality;computer vision;object recognition","augmented reality;computer vision;3D tracking;occlusion;object recognition techniques","","10","","6","IEEE","18 Jul 2008","","","IEEE","IEEE Conferences"
"Exploiting Context-Awareness in Augmented Reality Applications","W. Lee; W. Woo","Gwangju, GIST U VR Laboratory, Gwangju, South Korea; Gwangju, GIST U VR Laboratory, Gwangju, South Korea","2008 International Symposium on Ubiquitous Virtual Reality","18 Jul 2008","2008","","","51","54","In this paper, we study how to exploit the context-awareness in augmented reality (AR) applications to take advantage of the context in both the high-level and low-level processing. We propose an AR system architecture that works with a context-awareness framework. In the system, both the preliminary and the final context is provided to the process that needs the context. We provide two scenarios that exploit the context in AR applications in the low-level processing and show implementation results with the proposed system. In the first scenario, we adopt a light sensor to enhance the marker detection performance under the varying lighting condition. In the second scenario, we exploit the context in the marker recognition stage where a single color marker is recognized as several different sub-markers based on the context. By adopting the context in the low-level processing, it is possible to address the problems that are hard to be solved by the computer vision techniques only.","","978-0-7695-3259-2","10.1109/ISUVR.2008.14","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4568645","Context-awareness;augmented reality;smart marker;personalization","Augmented reality;Computer vision;Control systems;Context-aware services;Data mining;Ubiquitous computing;Virtual reality;User interfaces;Home appliances;Sensor systems","augmented reality;software architecture;ubiquitous computing","context-awareness;augmented reality;system architecture;marker recognition stage","","4","","6","IEEE","18 Jul 2008","","","IEEE","IEEE Conferences"
"Support on the Remote Interaction for Augmented Reality System","E. Parra Affonso; A. C. Sementille","Programa de Pós Graduação em Ciência da Computação, Centro Universitário Eurípides de Marília, Marilia, Santa Catarina, Brazil; Laboratório de Sistemas de Tempo Real (LSTR), Departamento de Computação (Dco), Universidade Estadual Paulista (Unesp), Bauru, Santa Catarina, Brazil","17th International Conference on Artificial Reality and Telexistence (ICAT 2007)","2 Jan 2008","2007","","","190","196","This article presents a support on the remote interaction for utilization in augmented reality systems based on ARToolkit. It utilizes the multicast communication in order to improve the scalability of distributed environment. This support may be utilized in production of specific applications pointed to distance education, training and entertainment. The validity of support happened with the implementation of a prototype and realization of tests for communication latency analysis and frames per second rate.","","0-7695-3056-7","10.1109/ICAT.2007.9","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4414633","Augmented Reality;Communication and Interaction","Augmented reality;Multicast communication;Application software;Libraries;Virtual reality;Computer networks;Sockets;Layout;Books;Collaboration","augmented reality;human computer interaction","remote interaction;augmented reality system;multicast communication;distance education;entertainment","","1","","11","IEEE","2 Jan 2008","","","IEEE","IEEE Conferences"
"Augmented reality speech recognition for the hearing impaired","I. Dabran; T. Avny; E. Singher; H. Ben Danan","Faculty of Computer Science, The Laboratory of Systems and Software Development, Technion, Haifa, Israel; Faculty of Computer Science, The Laboratory of Systems and Software Development, Technion, Haifa, Israel; Faculty of Computer Science, The Laboratory of Systems and Software Development, Technion, Haifa, Israel; Faculty of Computer Science, The Laboratory of Systems and Software Development, Technion, Haifa, Israel","2017 IEEE International Conference on Microwaves, Antennas, Communications and Electronic Systems (COMCAS)","4 Jan 2018","2017","","","1","4","Our paper presents a novel Speech Recognition Augmented Reality tool for hearing impaired people, based on a case study of a simple Domain Based Speech Recognition approach. Choosing the correct word out of samples with similar acoustic structure is an important challenge in Speech Recognition research. Our scheme improves transcription accuracy in local vocabulary environments, such as in meetings, lectures etc. We developed a tool that combines our approach in an Augmented Reality environment in order to create real-time “live subtitles” using our unique Speech Recognition process. This tool enables hearing impaired and deaf people to see real-time Augmented Reality subtitles while hearing a talk on a specific subject.","","978-1-5386-3169-0","10.1109/COMCAS.2017.8244731","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8244731","Smart Devices;Internet of Things;Social Computing;Speech Recognition;Augmented Reality","Speech recognition;Augmented reality;Tools;Auditory system;Solid modeling;Microwave antennas;Real-time systems","augmented reality;handicapped aids;hearing;speech recognition","hearing impaired people;correct word;similar acoustic structure;Speech Recognition research;local vocabulary environments;Augmented Reality environment;unique Speech Recognition process;real-time Augmented Reality subtitles;Speech Recognition Augmented Reality tool;Domain Based Speech Recognition approach;deaf people","","9","","12","IEEE","4 Jan 2018","","","IEEE","IEEE Conferences"
"Augmented Reality and its effect on our life","R. Aggarwal; A. Singhal","ASET, Amity University Uttar Pradesh, Noida, India; ASET, Amity University Uttar Pradesh, Noida, India","2019 9th International Conference on Cloud Computing, Data Science & Engineering (Confluence)","29 Jul 2019","2019","","","510","515","Augmented Reality is a combination of a real and a computer-generated or virtual world. It is achieved by augmenting computer-generated images on real world. It is of four types namely marker based, marker less, projection based and superimposition based augmented reality. It has many applications in the real world. AR is used in various fields such as medical, education, manufacturing, robotics and entertainment. Augmented reality comes under the field of mixed reality. It can be considered as an inverse reflection of Virtual Reality. They both have certain similarities and differences. This paper gives information about Augmented Reality and how it started. It analyses various types of augmented reality, its applications and its advantages and disadvantages. This paper also gives us knowledge regarding those major threats that augmented reality will face in the near future and about its current and future applications. It gives us a comparison between the two related topics, Augmented reality and Virtual reality. The following paper also helps us know about the effect of Augmented Reality on the human life.","","978-1-5386-5933-5","10.1109/CONFLUENCE.2019.8776989","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8776989","Augmented Reality;Virtual reality;Mixed Reality;Real World;Virtual World","Augmented reality;Biomedical imaging;Education;Three-dimensional displays;User experience","augmented reality","augmented reality;virtual reality;AR","","37","","19","IEEE","29 Jul 2019","","","IEEE","IEEE Conferences"
"Designing and conducting research using immersive technologies in schools: Seven observations","E. Southgate; S. P. Smith","School of Education, University of Newcastle, Australia; School of Electrical Engineering and Computing, University of Newcastle, Australia","2017 IEEE Virtual Reality Workshop on K-12 Embodied Learning through Virtual & Augmented Reality (KELVAR)","29 Jun 2017","2017","","","1","3","This paper documents seven key areas for consideration when designing and conducting research using immersive virtual, augmented and mixed reality technologies in school settings. We provide seven observations drawn from the literature, theory and research experience to offer initial methodological, ethical and practical advice on such research. These observations are designed to prompt a broader interdisciplinary conversation and knowledge-base on school-based research using immersive technologies, so that the educational benefits of the technologies can be fuller realised.","","978-1-5386-1892-9","10.1109/KELVAR.2017.7961564","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7961564","Virtual reality;augmented reality;mixed reality;methodology;children;adolescents;K-12 education;learning;ethics;teachers;school","Augmented reality;Educational technology;Ethics;Computers;Pediatrics","augmented reality;computer aided instruction;educational institutions;knowledge based systems","research designing;research conducting;immersive technologies;virtual reality;augmented reality;mixed reality;school settings","","5","","26","IEEE","29 Jun 2017","","","IEEE","IEEE Conferences"
"Coordinate: A Spreadsheet-Programmable Augmented Reality Framework for Immersive Map-Based Visualizations","A. Shaikh; L. Nguyen; A. Bahremand; H. Bartolomea; F. Liu; V. Nguyen; D. Anderson; R. LiKamWa","School of Computing, Informatics and Decision Systems Engineering, Arizona State University, Tempe, AZ, USA; School of Arts, Media and Engineering, Arizona State University, Tempe, AZ, USA; School of Electrical, Computer and Energy Engineering, Arizona State University, Tempe, AZ, USA; Department of Psychology, Arizona State University, Tempe, AZ, USA; School of Electrical, Computer and Energy Engineering, Arizona State University, Tempe, AZ, USA; School of Computing, Informatics and Decision Systems Engineering, Arizona State University, Tempe, AZ, USA; School of Public Affairs, Arizona State University, Tempe, AZ, USA; School of Arts, Media and Engineering, Arizona State University, Tempe, AZ, USA","2019 IEEE International Conference on Artificial Intelligence and Virtual Reality (AIVR)","27 Dec 2019","2019","","","134","1343","Augmented reality devices are opening up a new design space for immersive visualizations. 3D spatial content can be overlaid onto existing physical visualizations for new insights into the data. We present Coordinate, a collaborative analysis tool for augmented reality visualizations of map-based data designed for mobile devices. Coordinate leverages a spreadsheet-programmable web interface paired with a contemporary augmented reality infrastructure for an easy-to-use tool that can provide spatial information to multiple users. It also offers an immersive visualization experience that seeks to enrich presentations for business, educational, and scientific discussions.","","978-1-7281-5604-0","10.1109/AIVR46125.2019.00028","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8942377","augmented reality;map based visualization;data visualization;mobile devices","Conferences;Artificial intelligence;Virtual reality;6G mobile communication;Integrated circuits","augmented reality;cartography;data visualisation;Internet;mobile computing;spreadsheet programs","spreadsheet-programmable augmented reality framework;immersive map-based visualizations;augmented reality devices;design space;immersive visualizations;3D spatial content;physical visualizations;collaborative analysis tool;augmented reality visualizations;map-based data;mobile devices;contemporary augmented reality infrastructure;easy-to-use tool;spatial information;immersive visualization experience;spreadsheet-programmable Web interface;Coordinate","","2","","6","IEEE","27 Dec 2019","","","IEEE","IEEE Conferences"
