"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"The metaverse applications for the finance industry, its challenges, and an approach for the metaverse finance industry","M. Ariful Islam Mozumder; A. Tagne Poupi Theodore; A. Athar; H. -C. Kim","Department of Computer Engineering, Institute of Digital Anti-Aging Healthcare/u-HARC, Inje University, South Korea; Department of Computer Engineering, Institute of Digital Anti-Aging Healthcare/u-HARC, Inje University, South Korea; Department of Computer Engineering, Institute of Digital Anti-Aging Healthcare/u-HARC, Inje University, South Korea; Department of Computer Engineering, Institute of Digital Anti-Aging Healthcare/u-HARC, Inje University, South Korea","2023 25th International Conference on Advanced Communication Technology (ICACT)","29 Mar 2023","2023","","","407","410","With the rapid development of digital technology, all areas of society may accelerate their entry into the virtual world, thus blurring the boundary between the physical and digital worlds and promoting a Metaverse. The more financial opportunities in metaverse offers its members, the more choices they have. Whether you're a visitor or a company that has invested in the metaverse to sell your goods, there are many ways to generate money. The potential of the metaverse to build virtual spaces for people to connect may have a significant negative impact on the financial and banking sector, among other useful applications it offers. For the reason of metaverse, people can interact with cutting-edge technology using extended technology (VR, AR, MR) etc. With these developing ideas rise to the metaverse, a virtual economy where things may be produced and purchased. Metaverse increased the financial trust-ability of the people for its reliable and safe technologies. Metaverse uses digital virtual identifications, extended reality, blockchain decentralization techniques, AI applications, IoT systems, and digital twins for metaverse finances. In this paper, we are going to discuss metaverse applications, their challenges, and a state of art approach for the finance industry.","1738-9445","979-11-88428-10-6","10.23919/ICACT56868.2023.10079695","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10079695","Metaverse;finance;banking;artificial intelligence;blockchain;digital twins","Industries;Technological innovation;Metaverse;Extended reality;Finance;Companies;Communications technology","artificial intelligence;blockchains;digital twins;Internet of Things;investment;virtual reality","metaverse applications;metaverse finance industry;metaverse finances","","","","15","","29 Mar 2023","","","IEEE","IEEE Conferences"
"Poster: Enabling High-Fidelity and Real-Time Mobility Digital Twin with Edge Computing","Y. Liu; H. Wang; Z. Cai; D. Chen; K. Han","Department of Computer Science, Georgia State University, Atlanta, U.S.A.; Department of Computer Science, Georgia State University, Atlanta, U.S.A.; Department of Computer Science, Georgia State University, Atlanta, U.S.A.; InfoTech Labs, Toyota Motor North America R&D, Mountain View, U.S.A.; InfoTech Labs, Toyota Motor North America R&D, Mountain View, U.S.A.","2022 IEEE/ACM 7th Symposium on Edge Computing (SEC)","2 Jan 2023","2022","","","281","283","A Mobility Digital Twin is an emerging implementation of Digital Twin in the transportation domain, and has been attracting extensive attention from both industry and academia. Although a few research have been conducted on the mobility digital twin, there is no systematic work with an end-to-end digital twin model construction framework. In this paper, we propose an end-to-end system framework, including sensory data collection, offloading, and processing, that aims to facilitate a high-fidelity and real-time digital twin model construction for connected and automated vehicles. Additionally, preliminary experiments are conducted to demonstrate our research motivation and to guide the future system framework design.","","978-1-6654-8611-8","10.1109/SEC54971.2022.00031","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9996947","edge computing;extended reality;digital twin","Industries;Systematics;Computational modeling;Transportation;Data collection;Real-time systems;Data models","application program interfaces;mobile computing;sensor fusion;transportation;uncertainty handling","enabling high-fidelity;end-to-end digital twin model construction framework;end-to-end system framework;real-time digital twin model construction;real-time Mobility Digital Twin","","","","16","IEEE","2 Jan 2023","","","IEEE","IEEE Conferences"
"The Redefinition of mHealth Applications in the Metaverse","P. Elkafrawy; H. Abbas; J. AlFarra; L. Alam; M. Junaid","Computer Science, Effat College of Engineering, Effat University, Jeddah, Saudi Arabia; Computer Science, Effat College of Engineering, Effat University, Jeddah, Saudi Arabia; Computer Science, Effat College of Engineering, Effat University, Jeddah, Saudi Arabia; Computer Science, Effat College of Engineering, Effat University, Jeddah, Saudi Arabia; Computer Science, Effat College of Engineering, Effat University, Jeddah, Saudi Arabia","2023 20th Learning and Technology Conference (L&T)","11 Apr 2023","2023","","","14","19","The term ""mobile health"" (sometimes spelled ""mHealth"" or ""m-Health"") refers to the delivery of medical services via smartphones, tablets, PDAs, and PCs. The metaverse combines the real world and the virtual world, allowing people to interact with their avatars in a setting supported by cutting-edge technologies like high-speed internet, virtual reality, augmented reality, mixed reality, extended reality, blockchain, digital twins, artificial intelligence (AI), all of which are enhanced by practically limitless data. This paper discusses how these technologies might be used in digital medicine in the future, as well as the potential of the medical metaverse. This qualitative study examines and evaluates past articles and websites. The healthcare business depends heavily on physical connection, eye contact, facial expressions, and gestures, which the metaverse can simulate virtually. However, the metaverse may be viewed as a tool to improve the effectiveness of the healthcare system in terms of intervention and treatment, worldwide education, assuring consistent training, and assisting in the development of global databases for research. Finally, the metaverse may be a location where young people can start practicing and acquiring new skills considering how much time they spend in front of screens.","","979-8-3503-0030-7","10.1109/LT58159.2023.10092356","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10092356","metaverse;mHealth;mobile health;applications;medical metaverse;Internet of Medical Things","Training;Industries;Metaverse;Databases;Extended reality;Mixed reality;Medical services","artificial intelligence;augmented reality;avatars;blockchains;digital twins;health care;Internet;medical computing;mobile computing;smart phones;virtual reality","augmented reality;cutting-edge technologies;digital medicine;digital twins;evaluates;extended reality;high-speed internet;medical metaverse;medical services;mHealth applications;mixed reality;practically limitless data;qualitative study examines;term mobile health;virtual reality;virtual world","","","","16","IEEE","11 Apr 2023","","","IEEE","IEEE Conferences"
"Building Digital Twins of Cyber Physical Systems With Metaverse for Industry 5.0 and Beyond","S. K. Jagatheesaperumal; M. Rahouti","Mepco Schlenk Engineering College, Sivakasi, India; Fordham University, Bronx, NY, USA","IT Professional","16 Jan 2023","2022","24","6","34","40","The digital twin has recently emerged as a virtual representation, that enables a real-time digital counterpart of a process or a physical object. Further, as the investments in Industry 5.0 are growing rapidly, their primary focus is to enhance the interactions between cyber-physical systems (CPS) and humans, for which outstanding contribution is expected through the metaverse. It enables humans to immerse into a high-dimensional 3-D virtual world, tackles the interactions among the CPS, and explore their status, which is found to be promising through the digital clones of CPS. This work presents the service-oriented digital twin architecture in conjunction with metaverse-enabled platforms with recommendations for ambitious interactions with the CPS for Industry 5.0 scenarios and beyond. They account for revolutionary changes in modern industries, supported through the Internet of Everything (IoE), VR/AR gadgets, and extended reality (XR) as prominent technology enablers.","1941-045X","","10.1109/MITP.2022.3225064","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10017413","","Industries;Metaverse;Supply chains;Cloning;Virtual groups;Real-time systems;Product development","cyber-physical systems;digital twins;Internet;production engineering computing;virtual reality","3-D virtual world;AR gadgets;CPS;cyber physical systems;cyber-physical systems;digital clones;industry 5.0;Internet of Everything;investments;metaverse-enabled platforms;physical object;real-time digital counterpart;service-oriented digital twin architecture;virtual representation;VR gadgets","","1","","18","IEEE","16 Jan 2023","","","IEEE","IEEE Magazines"
"Digital Twin of Wireless Systems: Overview, Taxonomy, Challenges, and Opportunities","L. U. Khan; Z. Han; W. Saad; E. Hossain; M. Guizani; C. S. Hong","Department of Computer Science and Engineering, Kyung Hee University, Yongin, South Korea; Electrical and Computer Engineering Department and Computer Science Department, University of Houston, Houston, TX, USA; Department of Computer Science and Engineering, Kyung Hee University, Seoul, South Korea; Department of Electrical and Computer Engineering, University of Manitoba, Winnipeg, MB, Canada; Machine Learning Department, Mohamed Bin Zayed University of Artificial Intelligence, Abu Dhabi, UAE; Department of Computer Science and Engineering, Kyung Hee University, Yongin, South Korea","IEEE Communications Surveys & Tutorials","21 Nov 2022","2022","24","4","2230","2254","Future wireless services will focus on improving the quality of life by enabling various applications, such as extended reality, brain-computer interaction, and healthcare. These applications will have diverse performance requirements (e.g., user-defined quality of experience metrics, latency, and reliability) which will be challenging to be fulfilled by existing wireless systems. To meet the diverse requirements of the emerging applications, the concept of digital twins has been recently proposed. A digital twin uses a virtual representation along with security-related technologies (e.g., blockchain), communication technologies (e.g., 6G), computing technologies (e.g., edge computing), and machine learning, so as to enable the smart applications. In this tutorial, we present a comprehensive overview on digital twins for wireless systems. First, we present the fundamental concepts (i.e., design aspects, high-level architecture, and frameworks) of digital twins for wireless systems. Second, a comprehensive taxonomy is devised for two aspects, namely, twins for wireless and wireless for twins. For the twins for wireless aspect, we consider issues related to design of twin objects, physical devices, and interface, as well as prototyping, deployment trends, incentive mechanism, isolation of twins, and decoupling. For the wireless for twins aspect, we consider issues related to accessing twin objects, security and privacy, and air interface design are considered. Finally, open research challenges and opportunities are discussed.","1553-877X","","10.1109/COMST.2022.3198273","National Research Foundation of Korea (NRF); Korea Government (Ministry of Science and ICT: MSIT)(grant numbers:2020R1A4A1018607); Institute of Information and Communications Technology Planning and Evaluation (IITP); Korea Government (MSIT, Evolvable Deep Learning Model Generation Platform for Edge Computing)(grant numbers:2019-0-01287); IITP Grant; Korea Government (MSIT, Artificial Intelligence Innovation Hub)(grant numbers:2021-0-02068); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9854866","Digital twin;wireless system;machine learning;federated learning;virtual modeling","Digital twins;Wireless communication;Tutorials;Computational modeling;Communication system security;Taxonomy;Market research","learning (artificial intelligence);mobile computing;security of data","6G;air interface design;blockchain;brain-computer interaction;challenges;communication technologies;comprehensive taxonomy;computing technologies;digital twin;diverse performance requirements;edge computing;extended reality;healthcare;machine learning;opportunities;privacy;security;security-related technologies;smart applications;twin objects;twins aspect;virtual representation;wireless aspect;wireless services;wireless systems","","17","","141","IEEE","11 Aug 2022","","","IEEE","IEEE Journals"
"Proposing the RecursiVerse Overlay Application for the MetaVerse","L. Donatiello; G. Marfia","Department of Computer, Science and Engineering, University of Bologna; Department of the Arts, University of Bologna","2022 IEEE Conference on Virtual Reality and 3D User Interfaces Abstracts and Workshops (VRW)","20 Apr 2022","2022","","","844","845","In a still uncertain future for the Meta Verse, we dare to envision one of its possible future developments, the RecursiVerse. The RecursiVerse is an overlay application that may be built upon the Meta Verse, amounting to symmetrical virtual-real space where a human being may rely on human digital twins which may move, operate and recursively replicate to collaboratively perform multiple tasks. The RecursiVerse may hence extend what will eventually be possible thanks to the Meta Verse, providing a service to a society that poses increasing cognitive and perceptual challenges due to growing work-life imbalances and increasing cognitive loads.","","978-1-6654-8402-2","10.1109/VRW55335.2022.00273","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9757492","Human-centered computing—Meta Verse—Human Digital Twins—Non-fungible Tokens","Three-dimensional displays;Conferences;Digital twin;Software algorithms;Buildings;User interfaces;Software","cognition;multi-agent systems;ubiquitous computing;virtual reality","RecursiVerse overlay application;MetaVerse;uncertain future;future developments;virtual-real space;human digital twins","","","","8","IEEE","20 Apr 2022","","","IEEE","IEEE Conferences"
"AFM SMILER: A Scale Model Interactive Learning Extended Reality Toolkit for Atomic Force Microscopy Created With Digital Twin Technology","F. Xia; S. Lovett; E. Forsythe; M. Ibrahim; K. Youcef-Toumi","Massachusetts Institute of Technology, Mechatronics Research Laboratory, Cambridge, MA, USA; Massachusetts Institute of Technology, Mechatronics Research Laboratory, Cambridge, MA, USA; Massachusetts Institute of Technology, Mechatronics Research Laboratory, Cambridge, MA, USA; Massachusetts Institute of Technology, Mechatronics Research Laboratory, Cambridge, MA, USA; Massachusetts Institute of Technology, Mechatronics Research Laboratory, Cambridge, MA, USA","IEEE/ASME Transactions on Mechatronics","","2023","PP","99","1","9","The Atomic Force Microscope (AFM) is a precision mechatronic system for nanoscale imaging of surfaces. Due to limited instrument access and lack of visualization techniques, understanding its principles can be challenging. Digital twin technology allows the creation of virtual representations of physical systems, which can be particularly useful to address challenges in AFM education. To realistically simulate nanoscale physics, we first developed new efficient algorithms for four virtual scale models, including cantilever mechanics, probe transducers, controller tuning, and contact mechanics. Second, three simulated experiment interactive learning modules are developed for instrument operation, including virtual imaging, system overview, and imaging modalities. In the end, three hardware systems are integrated for an extended reality experience, including a macroscopic AFM scale model, a haptic device for probe-sample interaction force feedback, and an upgraded low-cost educational AFM for nanoscale imaging and instrumentation. This completes the eight total modules for the AFM SMILER: A scale model interactive learning extended reality toolkit. Preliminary studies show the toolkit being helpful for AFM education. In addition to mechatronics and nanotechnology education, techniques developed in this work can be generally applied to computationally efficient realistic digital twin creation.","1941-014X","","10.1109/TMECH.2023.3274695","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10136835","Actuators and sensors;atomic force microscopy;control;digital twin;nanotechnology;precision engineering;scale model;simulation","Imaging;Probes;Visualization;Nanoscale devices;Mathematical models;Digital twins;Hardware","","","","","","","IEEE","26 May 2023","","","IEEE","IEEE Early Access Articles"
"Digital Twin for the Oil and Gas Industry: Overview, Research Trends, Opportunities, and Challenges","T. R. Wanasinghe; L. Wroblewski; B. K. Petersen; R. G. Gosine; L. A. James; O. De Silva; G. K. I. Mann; P. J. Warrian","Faculty of Engineering and Applied Science, Memorial University of Newfoundland, St. John’s, Canada; Faculty of Engineering and Applied Science, Memorial University of Newfoundland, St. John’s, Canada; Faculty of Engineering and Applied Science, Memorial University of Newfoundland, St. John’s, Canada; Faculty of Engineering and Applied Science, Memorial University of Newfoundland, St. John’s, Canada; Faculty of Engineering and Applied Science, Memorial University of Newfoundland, St. John’s, Canada; Faculty of Engineering and Applied Science, Memorial University of Newfoundland, St. John’s, Canada; Faculty of Engineering and Applied Science, Memorial University of Newfoundland, St. John’s, Canada; Innovation Policy Laboratory, Munk School of Global Affairs and Public Policy, University of Toronto, Toronto, Canada","IEEE Access","10 Jun 2020","2020","8","","104175","104197","With the emergence of industry 4.0, the oil and gas (O&G) industry is now considering a range of digital technologies to enhance productivity, efficiency, and safety of their operations while minimizing capital and operating costs, health and environment risks, and variability in the O&G project life cycles. The deployment of emerging technologies allows O&G companies to construct digital twins (DT) of their assets. Considering DT adoption, the O&G industry is still at an early stage with implementations limited to isolated and selective applications instead of industry-wide implementation, limiting the benefits from DT implementation. To gain the full potential of DT and related technological adoption, a comprehensive understanding of DT technology, the current status of O&G-related DT research activities, and the opportunities and challenges associated with the deployment of DT in the O&G industry are of paramount importance. In order to develop this understanding, this paper presents a literature review of DT within the context of the O&G industry. The paper follows a systematic approach to select articles for the literature review. First, a keywords-based publication search was performed on the scientific databases such as Elsevier, IEEE Xplore, OnePetro, Scopus, and Springer. The filtered articles were then analyzed using online text analytic software (Voyant Tools) followed by a manual review of the abstract, introduction and conclusion sections to select the most relevant articles for our study. These articles and the industrial publications cited by them were thoroughly reviewed to present a comprehensive overview of DT technology and to identify current research status, opportunities and challenges of DT deployment in the O&G industry. From this literature review, it was found that asset integrity monitoring, project planning, and life cycle management are the key application areas of digital twin in the O&G industry while cyber security, lack of standardization, and uncertainty in scope and focus are the key challenges of DT deployment in the O&G industry. When considering the geographical distribution for the DT related research in the O&G industry, the United States (US) is the leading country, followed by Norway, United Kingdom (UK), Canada, China, Italy, Netherland, Brazil, Germany, and Saudi Arabia. The overall publication rate was less than ten articles (approximately) per year until 2017, and a significant increase occurred in 2018 and 2019. The number of journal publications was noticeably lower than the number of conference publications, and the majority of the publications presented theoretical concepts rather than the industrial implementations. Both these observations suggest that the DT implementation in the O&G industry is still at an early stage.","2169-3536","","10.1109/ACCESS.2020.2998723","Petroleum Research Newfoundland and Labrador (PRNL); Atlantic Canada Opportunities Agency (ACOA); Mitacs; University of Toronto’s Munk School of Global Affairs and Public Policy; Memorial University of Newfoundland; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9104682","Digitalization;digital twin (DT);industry 4.0;extended reality;industrial Internet of Things (IIoT);oil and gas","Industries;Digital twin;Data models;Bibliographies;Oils;Market research;Companies","gas industry;production engineering computing;text analysis","digital twin;oil and gas industry;digital technologies;O&G-related DT research activities;literature review;industrial publications;DT deployment;DT related research;industrial implementations;keyword-based publication search;scientific databases;Elsevier;IEEE Xplore;OnePetro;Scopus;Springer;online text analytic software;Voyant Tools;Norway;United Kingdom;Canada;United States;China;Italy;Netherland;Brazil;Germany;Saudi Arabia","","109","","174","CCBY","1 Jun 2020","","","IEEE","IEEE Journals"
"Text Input for Non-Stationary XR Workspaces: Investigating Tap and Word-Gesture Keyboards in Virtual and Augmented Reality","F. Kern; F. Niebling; M. E. Latoschik","Human-Computer Interaction (HCI) Group from the University of Würzburg, Germany; Angewandte Informatik from the Hochschule Fulda, Germany; Human-Computer Interaction (HCI) Group from the University of Würzburg, Germany","IEEE Transactions on Visualization and Computer Graphics","29 Mar 2023","2023","29","5","2658","2669","This article compares two state-of-the-art text input techniques between non-stationary virtual reality (VR) and video see-through augmented reality (VST AR) use-cases as XR display condition. The developed contact-based mid-air virtual tap and word-gesture (swipe) keyboard provide established support functions for text correction, word suggestions, capitalization, and punctuation. A user evaluation with 64 participants revealed that XR displays and input techniques strongly affect text entry performance, while subjective measures are only influenced by the input techniques. We found significantly higher usability and user experience ratings for tap keyboards compared to swipe keyboards in both VR and VST AR. Task load was also lower for tap keyboards. In terms of performance, both input techniques were significantly faster in VR than in VST AR. Further, the tap keyboard was significantly faster than the swipe keyboard in VR. Participants showed a significant learning effect with only ten sentences typed per condition. Our results are consistent with previous work in VR and optical see-through (OST) AR, but additionally provide novel insights into usability and performance of the selected text input techniques for VST AR. The significant differences in subjective and objective measures emphasize the importance of specific evaluations for each possible combination of input techniques and XR displays to provide reusable, reliable, and high-quality text input solutions. With our work, we form a foundation for future research and XR workspaces. Our reference implementation is publicly available to encourage replicability and reuse in future XR workspaces.","1941-0506","","10.1109/TVCG.2023.3247098","German Federal Ministry of Education and Research(grant numbers:16DHB2214); Bavarian State Ministry For Digital Affairs in the project XR Hub(grant numbers:A5-3822-2-16); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10049665","Virtual Reality;Augmented Reality;Extended Reality;Text Input;Keyboard;Tap;Swipe;Word-Gesture;Digital Twin","Keyboards;X reality;Usability;Performance evaluation;User experience;Task analysis;Tracking","augmented reality;human computer interaction;human factors;keyboards;text analysis;user interfaces;virtual reality","augmented reality use-cases;developed contact-based mid-air;future XR workspaces;high-quality text input solutions;higher usability;nonstationary XR workspaces;selected text input techniques;state-of-the-art text input techniques;swipe keyboard;tap keyboard;text correction;text entry performance;user experience ratings;virtual tap;VR;VST AR;word suggestions;word-gesture keyboards;XR displays","","","","102","CCBY","22 Feb 2023","","","IEEE","IEEE Journals"
"Digital Twin-based Intrusion Detection for Industrial Control Systems","S. A. Varghese; A. Dehlaghi Ghadim; A. Balador; Z. Alimadadi; P. Papadimitratos","Networked Systems Security Group, KTH Royal Institute of Technology, Stockholm, Sweden; RISE Research Institute of Sweden, Västerås, Sweden; RISE Research Institute of Sweden, Västerås, Sweden; Networked Systems Security Group, KTH Royal Institute of Technology, Stockholm, Sweden; Networked Systems Security Group, KTH Royal Institute of Technology, Stockholm, Sweden","2022 IEEE International Conference on Pervasive Computing and Communications Workshops and other Affiliated Events (PerCom Workshops)","6 May 2022","2022","","","611","617","Digital twins have recently gained significant interest in simulation, optimization, and predictive maintenance of Industrial Control Systems (ICS). Recent studies discuss the possibility of using digital twins for intrusion detection in industrial systems. Accordingly, this study contributes to a digital twin-based security framework for industrial control systems, extending its capabilities for simulation of attacks and defense mechanisms. Four types of process-aware attack scenarios are implemented on a standalone open-source digital twin of an industrial filling plant: command injection, network Denial of Service (DoS), calculated measurement modification, and naive measurement modification. A stacked ensemble classifier is proposed as the real-time intrusion detection, based on the offline evaluation of eight supervised machine learning algorithms. The designed stacked model outperforms previous methods in terms of F1Score and accuracy, by combining the predictions of various algorithms, while it can detect and classify intrusions in near real-time (0.1 seconds). This study also discusses the practicality and benefits of the proposed digital twin-based security framework.","","978-1-6654-1647-4","10.1109/PerComWorkshops53856.2022.9767492","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9767492","Digital Twin;Intrusion Detection Systems;Industrial Control Systems;Machine Learning;Stacked Ensemble Model","Machine learning algorithms;Industrial control;Digital twin;Conferences;Intrusion detection;Predictive models;Real-time systems","computer crime;control engineering computing;filling;industrial control;industrial plants;pattern classification;production engineering computing;public domain software;supervised learning;virtual reality","intrusion detection;industrial control systems;security framework;industrial filling plant;process-aware attack;command injection;network Denial of Service;DoS;stacked ensemble classifier;supervised machine learning;open-source digital twin;time 0.1 s","","1","","22","IEEE","6 May 2022","","","IEEE","IEEE Conferences"
"Digital-Twin-Enabled 6G: Vision, Architectural Trends, and Future Directions","L. U. Khan; W. Saad; D. Niyato; Z. Han; C. S. Hong",Kyung Hee University; Kyung Hee University; Nanyang Technological University; Kyung Hee University; Kyung Hee University,"IEEE Communications Magazine","11 Feb 2022","2022","60","1","74","80","Internet of Everything (IoE) applications such as haptics, human-computer interaction, and extended reality, using the sixth-generation (6G) of wireless systems have diverse requirements in terms of latency, reliability, data rate, and user-defined performance metrics. Therefore, enabling IoE applications over 6G requires a new framework that can be used to manage, operate, and optimize the 6G wireless system and its underlying IoE services. Such a new framework for 6G can be based on digital twins. Digital twins use a virtual representation of the 6G physical system along with the associated algorithms (e.g., machine learning, optimization), communication technologies (e.g., millimeter-wave and terahertz communication), computing systems (e.g., edge computing and cloud computing), as well as privacy and security-related technologists (e.g., blockchain). First, we present the key design requirements for enabling 6G through the use of a digital twin. Next, the architectural components and trends such as edge-based twins, cloud-based-twins, and edge-cloud-based twins are presented. Furthermore, we provide a comparative description of various twins. Finally, we outline and recommend guidelines for several future research directions.","1558-1896","","10.1109/MCOM.001.21143","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9711524","","6G mobile communication;Wireless communication;Cloud computing;Privacy;Digital twin;Scalability;Market research;Internet of Things","cloud computing;data privacy;Internet;learning (artificial intelligence)","digital-twin-enabled 6G;architectural trends;Everything applications;human-computer interaction;sixth-generation;wireless systems;diverse requirements;data rate;user-defined performance metrics;IoE applications;6G wireless system;underlying IoE services;digital twin;6G physical system;edge computing;cloud computing;key design requirements;architectural components;edge-based twins;cloud-based-twins;edge-cloud-based twins","","62","","15","IEEE","11 Feb 2022","","","IEEE","IEEE Magazines"
"Predictive Simulation for Building Trust Within Service-Based Ecosystems","E. Cioroaica; S. Daoudagh; E. Marchetti","Fraunhofer IESE, Kaiserslautern, Germany; ISTI-CNR, Pisa, Italy; ISTI-CNR, Pisa, Italy","2022 IEEE International Conference on Pervasive Computing and Communications Workshops and other Affiliated Events (PerCom Workshops)","6 May 2022","2022","","","34","37","Modern vehicles extend their system components outside the typical physical body, relying on functionalities provided by off-board resources within complex digital ecosystems. Focusing on the service-based connection within automotive smart ecosystems, in this paper we present the method of predictive simulation, based on the synergistic combination of Digital Twin execution and interface-based testing approaches, used for building trust in the interactions between a safety critical system and third parties.","","978-1-6654-1647-4","10.1109/PerComWorkshops53856.2022.9767457","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9767457","Automotive;Building Trust;Digital Twin;Interface Testing;Malicious Behavior;Virtual Evaluation;Smart Ecosystems","Pervasive computing;Conferences;Computational modeling;Digital twin;Ecosystems;Buildings;Focusing","augmented reality;program testing;safety-critical software;security of data;traffic engineering computing;trusted computing;user interfaces;vehicular ad hoc networks;Web services","predictive simulation;trust building;service-based ecosystems;complex digital ecosystems;service-based connection;automotive smart ecosystems;digital twin;safety critical system;third parties;interface-based testing","","","","19","IEEE","6 May 2022","","","IEEE","IEEE Conferences"
"BIMyVerse: Towards a Semantic Interpretation of Buildings in the City and Cities in the Universe","A. Kanak; İ. Arif; Ç. Terzibaş; Ö. F. Demir; S. Ergün","ERGTECH Research Center, Switzerland; ERGTECH Research Center, Switzerland; ERGTECH Research Center, Switzerland; ERGTECH Research Center, Switzerland; ERGTECH Research Center, Switzerland","2022 IEEE International Conference on Systems, Man, and Cybernetics (SMC)","18 Nov 2022","2022","","","1072","1077","Metaverse was recently introduced as an online virtual world or world of worlds that incorporates the augmented/virtual/mixed/extended reality (AR/VR/MR/XR), Internet of Things (IoT), personalization with virtual avatars, interaction and communication interlinking real and/or virtual “things” with “things”. Metaverse users are supposed to live in a digital realm in which such living universes are created either as imaginative or realistic environments. This brings a new creative space for architects in the Architecture-Engineering-Construction (AEC) sector to design new buildings and cities in a semi-realistic digital world as they can be inspired by actual urban settings and augment these real or realistic environments towards a cyber environment. This paper aims to present such a cyber environment, called BIMyVerse, that blends IoT-enabled situational awareness, VR-supported integrated semantic digital twin models incorporating Building Information Model (BIM), Geographical Information System (GIS) and sensory cyberspace and explainable interpretations for better interaction with buildings and urban contexts. The proof of concept studies demonstrate how BIMyVerse can be used for i) situational fire regulation check and monitoring the maintenance status (building-scale); ii) circular economy provisioning through the digital twin of an urban transformation area (urban-scale).","2577-1655","978-1-6654-5258-8","10.1109/SMC53654.2022.9945246","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9945246","Building Information Model;Metaverse;semantic Web;ontology;explainability;digital twin;virtual reality;3D interaction;Internet of Things","Metaverse;Biological system modeling;Buildings;Urban areas;Semantics;Regulation;Digital twins","augmented reality;avatars;buildings (structures);construction industry;cultural aspects;geographic information systems;Internet;Internet of Things;town and country planning;virtual reality","actual urban settings;Architecture-Engineering-Construction sector;Building Information Model;building-scale;buildings;called BIMyVerse;communication interlinking;cyber environment;digital realm;explainable interpretations;IoT-enabled situational awareness;living universes;metaverse users;online virtual world;real environments;realistic environments;semantic interpretation;semirealistic digital world;sensory cyberspace;universe;virtual avatars;virtual things;VR-supported integrated semantic digital twin models","","","","18","IEEE","18 Nov 2022","","","IEEE","IEEE Conferences"
"Holographic Classroom Based on Digital Twin and Its Application Prospect","L. Shuguang; B. Lin","School of Mechanical and Electrical Eng., Huangshan University, Huangshan, PR. China; Faculty of Business, The Hong Kong Polytechnic University, Hong Kong, PR. China","2020 IEEE 3rd International Conference on Electronics and Communication Engineering (ICECE)","17 Feb 2021","2020","","","122","126","The emergence of intelligent economy is a subversive change in human society. The current field of education has gradually become a practical field of real-time interaction and integration between virtuality and reality. Digital Twin has the characteristics of virtual and real symbiosis, high virtual simulation, high real-time interaction and deep insight, etc., and its application trend also extends from the industrial field to the field of education. With the revolutionary upgrade of computing efficiency, connection and display technology, the integration of digital world and physical world has been promoted, and the holographic classroom with the morphological characteristics of ""visual 3D learning space"" has been jointly created. In this paper, the characteristics of digital twin technology are analyzed, and the characteristics and application forms of holographic classroom are discussed. Finally, the application prospect of holographic classroom is given, which is mainly reflected in: sublimating learning space, optimizing distance learning process, helping maker and innovation education, boosting vocational education, promoting scientific management and control of teaching facilities, and improving the level of dynamic evaluation of teaching. The prospective research based on holographic classroom is of great significance to effectively promote the reform and reconstruction of learning space and learning mode under the new technology enabling in the ""intelligent +"" era.","","978-1-7281-9258-1","10.1109/ICECE51594.2020.9352884","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9352884","holographic classroom;digital twin;intelligent economy;intelligent education","Visualization;Technological innovation;Three-dimensional displays;Digital twin;Education;Aerospace electronics;Real-time systems","computer aided instruction;data visualisation;distance learning;teaching","application forms;holographic classroom;application prospect;innovation education;real-time interaction;virtuality;virtual symbiosis;virtual simulation;industrial field;display technology;morphological characteristics;visual 3D learning space;digital twin technology","","4","","12","IEEE","17 Feb 2021","","","IEEE","IEEE Conferences"
